"SOURCE","TARGET"
"Abel Tesfaye","Ali Payami"
"Peter Svensson","Ali Payami"
"Ivan Matias","Andrea Martin"
"Marqueze Ethridge","Andrea Martin"
"Organized Noize","Andrea Martin"
"James Todd Smith","Jennifer Lopez"
"Makeba Riddick","Jennifer Lopez"
"Curtis Richardson","Jennifer Lopez"
"Ron G","Jennifer Lopez"
"Dave McPherson","Jennifer Lopez"
"Lisa Peters","Jennifer Lopez"
"William Jeffrey","Jennifer Lopez"
"Arntor Birgisson","Anders Bagge"
"Christian Karlsson","Anders Bagge"
"Patrick Tucker","Anders Bagge"
"Fred Gibson","Ed Sheeran"
"Max Martin","Ed Sheeran"
"Shellback","Ed Sheeran"
"Khalid Robinson","Ed Sheeran"
"Pierre Marchand","Sarah McLachlan"
"Bruno Mars","Travie McCoy"
"Philip Lawrence","Travie McCoy"
"Ari Levine","Travie McCoy"
"James Harris III","Janet Jackson"
"Terry Lewis","Janet Jackson"
"Dwayne Michael Carter, Jr.","Faheem Rasheed Najm"
"David Balfour","Faheem Rasheed Najm"
"Justin Timberlake (remix only)","Faheem Rasheed Najm"
"Adele Adkins","Paul Epworth"
"James Harris III","Janet Jackson"
"Terry Lewis","Janet Jackson"
"Dallas Austin","Madonna"
"Quickmix","Juergen Wind (J.Wind)"
"Olaf Jeglitza","Juergen Wind (J.Wind)"
"Savan Kotecha","Max Martin"
"Alexander Kronlund","Max Martin"
"Ilya Salmanzadeh","Max Martin"
"Onika Maraj","Max Martin"
"Ariana Grande","Max Martin"
"Steve Jordan","Sean Combs"
"Carlos Broady","Sean Combs"
"Nasheim Myrick","Sean Combs"
"Mason Betha","Sean Combs"
"J.R. Rotem","Jason Derulo"
"Xavier Thomas","Jason Derulo"
"Justin Pope","Willie Maxwell"
"Angel Luis Cosme Jr.","Willie Maxwell"
"Alicia Keys","Usher Raymond"
"Jermaine Dupri","Usher Raymond"
"Adonis Shropshire","Usher Raymond"
"Manuel Seal","Usher Raymond"
"Athena Cage","Keith Sweat"
"Fitzgerald Scott","Keith Sweat"
"Sean Anderson","Kanye West"
"Terrence Thornton","Kanye West"
"Tauheed Epps","Kanye West"
"Michael Williams II","Kanye West"
"Ross Birchard","Kanye West"
"Mike Dean","Kanye West"
"Stepan Taft","Kanye West"
"James Thomas","Kanye West"
"Denzie Beagle","Kanye West"
"Winston Riley","Kanye West"
"Reggie Williams","Kanye West"
"Philip Lawrence","Bruno Mars"
"Christopher Brody Brown","Bruno Mars"
"James Fauntleroy","Bruno Mars"
"Johnathan Yip","Bruno Mars"
"Ray Romulus","Bruno Mars"
"Jeremy Reeves","Bruno Mars"
"Ray McCullough II","Bruno Mars"
"Belcalis Almanzar","Bruno Mars"
"Klenord Raphael","Bruno Mars"
"Liz Rose","Taylor Swift"
"Sergio Kitchens","Dominique Jones"
"Chandler Durham","Dominique Jones"
"Dakarai Gwitira","Jim Lavigne"
"Madison Love","Jim Lavigne"
"Joe Khajadourian","Jim Lavigne"
"Edgar Machuca","Jim Lavigne"
"Alexander Schwartz","Jim Lavigne"
"Gerald Gillum","Jim Lavigne"
"Ashley Frangipane","Jim Lavigne"
"HM Henry Davis","Ermias Asghedom"
"John Stephens","Ermias Asghedom"
"Kevin Cossom","Ermias Asghedom"
"Khaled Khaled","Ermias Asghedom"
"Larry Sanders","Artis Ivey, Jr."
"Doug Rasheed","Artis Ivey, Jr."
"Stevie Wonder","Artis Ivey, Jr."
"Weird Al Yankovic","Artis Ivey, Jr."
"Noah Shebib","Aubrey Graham"
"Majid Al Maskati","Aubrey Graham"
"Jordan Ullman","Aubrey Graham"
"Paul Jefferies","Aubrey Graham"
"Tim Mosley","Missy Elliott"
"A. Richards","Missy Elliott"
"Salaam Remi","Alicia Keys"
"Jeff Bhasker","Alicia Keys"
"Billy Squier","Alicia Keys"
"David Foster","Peter Cetera"
"Timothy Mosley","Melissa Elliott"
"Nasir Jones","Melissa Elliott"
"Eve Jeffers","Melissa Elliott"
"Kamaal Fareed","Melissa Elliott"
"Eric Jackson","Deongelo Holmes"
"Jonathan Smith","Deongelo Holmes"
"Ron Lawrence","Faith Evans"
"Sean Combs","Faith Evans"
"Schon Crawford","Faith Evans"
"Clarence Emery","Faith Evans"
"Bernard Edwards","Faith Evans"
"Nile Rodgers","Faith Evans"
"Alexander Shuckburgh","Shawn Carter"
"Janet Sewell-Ulepic","Shawn Carter"
"Angela Hunte","Shawn Carter"
"Alicia Keys","Shawn Carter"
"Sylvia Robinson","Shawn Carter"
"Bert Keyes","Shawn Carter"
"Jerry Duplessis","Wyclef Jean"
"Max Martin","Ellie Goulding"
"Savan Kotecha","Ellie Goulding"
"Ilya Salmanzadeh","Ellie Goulding"
"Jonathan Bellion","Adam Levine"
"Jacob Kasher Hindlin","Adam Levine"
"Michael Pollack","Adam Levine"
"Jordan K. Johnson","Adam Levine"
"Stefan Johnson","Adam Levine"
"Vincent Ford","Adam Levine"
"Max Martin","Denniz Pop"
"Patrick Leonard","Jewel Kilcher"
"Timothy Mosley","Justin Timberlake"
"Jerome Harmon","Justin Timberlake"
"James Fauntleroy","Justin Timberlake"
"Max Martin","Denniz Pop"
"Darrell ""Delite"" Allamby","Antoinette Roberson"
"Lincoln Browder","Antoinette Roberson"
"Max Martin","Dr. Luke"
"Benny Blanco","Dr. Luke"
"Bonnie McKee","Dr. Luke"
"Pete Wentz","Patrick Stump"
"Joe Trohman","Patrick Stump"
"Andy Hurley","Patrick Stump"
"Butch Walker","Patrick Stump"
"John Hill","Patrick Stump"
"Allan Felder","Jermaine Cole"
"Norman Harris","Jermaine Cole"
"Tyler Williams","Jermaine Cole"
"Maribeth Derry","Steve Diamond"
"Jennifer Kimball","Steve Diamond"
"Philip Lawrence","Bruno Mars"
"Ari Levine","Bruno Mars"
"Larry Dermer","Sean Combs"
"Mason Betha","Sean Combs"
"Rafael Vigil","Sean Combs"
"Joe Galdo","Sean Combs"
"Deric Angelettie","Sean Combs"
"Bilal Hajji","Kisean Anderson"
"RedOne","Kisean Anderson"
"Espen Lind","Pat Monahan"
"Amund Bjørklund","Pat Monahan"
"Kelendria Rowland","Beyoncé Knowles"
"Michelle Williams","Beyoncé Knowles"
"Rodney Jerkins","Beyoncé Knowles"
"Fred Jerkins III","Beyoncé Knowles"
"Sean Garrett","Beyoncé Knowles"
"LaShawn Daniels","Beyoncé Knowles"
"Shawn Carter","Beyoncé Knowles"
"Daniel Jones","Darren Hayes"
"Tyson Ritter","Nick Wheeler"
"Noel Cadastre","Aubrey Graham"
"Tyrone Griffin, Jr.","Aubrey Graham"
"Kanye West","Aubrey Graham"
"Jeff Bhasker","Aubrey Graham"
"Patrick Reynolds","Aubrey Graham"
"Mikkel S. Eriksen","Katy Perry"
"Tor Erik Hermansen","Katy Perry"
"Sandy Wilhelm","Katy Perry"
"Ester Dean","Katy Perry"
"Philip Lawrence","Bruno Mars"
"Ari Levine","Bruno Mars"
"David Cole","Mariah Carey"
"Robert Clivillés","Mariah Carey"
"Patrick Leonard","Madonna"
"Richard Page","Madonna"
"Kevin Cadogan","Stephan Jenkins"
"Will Baker","Christopher Kelly"
"James Harris III","Janet Jackson"
"Terry Lewis","Janet Jackson"
"Philip Lawrence","Bruno Mars"
"Ari Levine","Bruno Mars"
"Peter Svensson","Bruno Mars"
"Nina Persson","Bruno Mars"
"Dan Reynolds","Mattias Larsson"
"Ben McKee","Mattias Larsson"
"Justin Tranter","Mattias Larsson"
"Daniel Platzman","Mattias Larsson"
"Wayne Sermon","Mattias Larsson"
"Robin Fredriksson","Mattias Larsson"
"Ariana Grande","Andrew ""Pop"" Wansel"
"Nathan ""Happy"" Perez","Andrew ""Pop"" Wansel"
"Brittany ""Chi"" Coney","Andrew ""Pop"" Wansel"
"Denisia Andrews","Andrew ""Pop"" Wansel"
"Lindel Deon Nelson Jr.","Andrew ""Pop"" Wansel"
"Jameel Roberts","Andrew ""Pop"" Wansel"
"Aubrey Graham","Onika Maraj-Petty"
"Dwayne Carter","Onika Maraj-Petty"
"Jeremy Coleman","Onika Maraj-Petty"
"Lukasz Gottwald","Onika Maraj-Petty"
"Theron Thomas","Onika Maraj-Petty"
"Timothy Thomas","Onika Maraj-Petty"
"Henry Walter","Onika Maraj-Petty"
"Erika Ender","Luis Fonsi"
"Ramón Luis Ayala Rodríguez","Luis Fonsi"
"Guy-Manuel de Homem-Christo","Abel Tesfaye"
"Thomas Bangalter","Abel Tesfaye"
"Martin McKinney","Abel Tesfaye"
"Henry Walter","Abel Tesfaye"
"Jason Quenneville","Abel Tesfaye"
"Sean Anderson","Chauncey Hollis"
"Kanye West","Chauncey Hollis"
"Shawn Carter","Chauncey Hollis"
"James Fauntleroy","Chauncey Hollis"
"James Napier","Jack Patterson"
"Nicole Marshall","Jack Patterson"
"Grace Chatto","Jack Patterson"
"Jerome Harmon","Timothy Mosley"
"Justin Timberlake","Timothy Mosley"
"Timothy Clayton","Timothy Mosley"
"Jim Beanz","Timothy Mosley"
"Rich Harrison","Sean Garrett"
"Beyoncé Knowles","Sean Garrett"
"Kelly Rowland","Sean Garrett"
"Michelle Williams","Sean Garrett"
"Dwayne Carter","Sean Garrett"
"Clifford Harris","Sean Garrett"
"Mark Owen","Gary Barlow"
"Greg Kurstin","Gary Barlow"
"Lily Allen","Gary Barlow"
"Howard Donald","Gary Barlow"
"Faheem Najm","Gary Barlow"
"Jason Orange","Gary Barlow"
"Cameron Thomaz","Gary Barlow"
"Stephen Robson","Gary Barlow"
"Desmond Child","Alice Cooper"
"John McCurry","Alice Cooper"
"Tahj Morgan","Jonathan Kirk"
"Darryl Clemons","Jonathan Kirk"
"Nidra Sylvers","Billy Lawrence"
"LeShan Lewis","Billy Lawrence"
"Linda Van Horssen","Billy Lawrence"
"William Shelby","Billy Lawrence"
"Kevin Spencer","Billy Lawrence"
"Curtis Jackson","Billy Lawrence"
"Violet Ruby","Billy Lawrence"
"Cory Rooney","Billy Lawrence"
"James Harris III","Janet Jackson"
"Terry Lewis","Janet Jackson"
"Dewey Bunnell","Janet Jackson"
"Bridget Benenate","Matthew Gerrard"
"Avril Lavigne","Matthew Gerrard"
"Theron Thomas","Sean Kingston"
"Timothy Thomas","Sean Kingston"
"Keidran Jones","Sean Kingston"
"J. R. Rotem","Sean Kingston"
"Jason Derulo","Sean Kingston"
"D'Juan Hart","T.I."
"Darwin Quinn","T.I."
"Clifford Joseph Harris, Jr.","T.I."
"Carsten Schack","Andrea Martin"
"Kenneth Karlin","Andrea Martin"
"Darnell Van Rensalier","Carl Martin"
"Marc Gay","Carl Martin"
"J.R. Rotem","Kisean Anderson"
"Evan Bogart","Kisean Anderson"
"Timothy & Theron Thomas","Kisean Anderson"
"Lowell Fulsom","Prince Nelson"
"Jimmy McCracklin","Prince Nelson"
"Shamar Daugherty","Alonzo Lee"
"Howard Bailey Jr.","Alonzo Lee"
"Gunnar Nelson","Matthew Nelson"
"Marc Tanner","Matthew Nelson"
"Kendrick Dean","Bryan-Michael Cox"
"Adonis Shropshire","Bryan-Michael Cox"
"Rami","Max Martin"
"Shellback","Adam Levine"
"Max Martin","Adam Levine"
"Savan Kotecha","Adam Levine"
"Fred Jerkins III","Rodney Jerkins"
"LaShawn Daniels","Rodney Jerkins"
"Beyoncé Knowles","Rodney Jerkins"
"LeToya Luckett","Rodney Jerkins"
"Kelly Rowland","Rodney Jerkins"
"LaTavia Roberson","Rodney Jerkins"
"Harry Warren","Al Dubin"
"Ian Dench","Amanda Ghost"
"Mikkel S. Eriksen","Amanda Ghost"
"Tor Erik Hermansen","Amanda Ghost"
"Zach Crowell","Sam Hunt"
"Shane McAnally","Sam Hunt"
"Josh Osborne","Sam Hunt"
"Bill Bottrell","Sheryl Crow"
"Kevin Gilbert","Sheryl Crow"
"Brian MacLeod","Sheryl Crow"
"David Ricketts","Sheryl Crow"
"David Baerwald","Sheryl Crow"
"Luisa Gerstein","A. P. Carter"
"Heloise Tunstall-Behrens","A. P. Carter"
"Dow Brain","Rich Cronin"
"Brad Young","Rich Cronin"
"Antonia Bottari","Francesco Bontempi"
"Mark Batson","Anthony Hamilton"
"John Shanks","Michelle Branch"
"Teddy Geiger","Danny Parker"
"Ira Brown","Anthony Darlington"
"Taylor Boy","Anthony Darlington"
"Pamela P. Reswick","Filippina Lydia Arena"
"Stephen E. Werfel","Filippina Lydia Arena"
"Hillary Lindsey","Carrie Underwood"
"David Hodges","Carrie Underwood"
"Jonny Quinn","Gary Lightbody"
"Nathan Connolly","Gary Lightbody"
"Tom Simpson","Gary Lightbody"
"Paul Wilson","Gary Lightbody"
"Rainer Kesselbauer","Bülent Aris"
"Toni Cottura","Bülent Aris"
"Eli Maiman","Ben Berger"
"Ryan McMahon","Ben Berger"
"Nicholas Petricca","Ben Berger"
"Kevin Ray","Ben Berger"
"Sean Waugaman","Ben Berger"
"Ben McKee","Alex da Kid"
"Dan Reynolds","Alex da Kid"
"Wayne Sermon","Alex da Kid"
"Josh Mosser","Alex da Kid"
"Josh Ramsay","Carly Rae Jepsen"
"Tavish Crowe","Carly Rae Jepsen"
"Dave Grohl","Kurt Cobain"
"Krist Novoselic","Kurt Cobain"
"Weird Al Yankovic","Kurt Cobain"
"Gerald Charles","Curtis Bedeau"
"Hugh Clarke","Curtis Bedeau"
"Brian George","Curtis Bedeau"
"Lucien George","Curtis Bedeau"
"Paul George","Curtis Bedeau"
"Toby Gad","Stacy Ferguson"
"Jake Schulze","Kristian Lundin"
"Andreas Carlsson","Kristian Lundin"
"Bleta Rexha","Amethyst Kelly"
"Lauren Christy","Amethyst Kelly"
"Glen Burtnik","Patty Smyth"
"S. Martin","Howard Bailey, Jr."
"Alonzo Lee","Howard Bailey, Jr."
"Shamar Daugherty","Howard Bailey, Jr."
"Ben Diehl","Onika Maraj"
"Gamal Lewis","Onika Maraj"
"Brett Bailey","Onika Maraj"
"Mescon David Asher","Onika Maraj"
"Dwayne Chin-Quee","Onika Maraj"
"Kanye West","Shawn Carter"
"Prince Nelson","Shawn Carter"
"Tupac Shakur","Shawn Carter"
"Darryl Harper","Shawn Carter"
"Ricky Rouse","Shawn Carter"
"Tyrone Wrice","Shawn Carter"
"Bobby Brown","Antonina Armato"
"Ian Prince","Antonina Armato"
"Guy Berryman","Andrew Taggart"
"Jonny Buckland","Andrew Taggart"
"Will Champion","Andrew Taggart"
"Chris Martin","Andrew Taggart"
"Guy Lawrence","Khalid Robinson"
"Howard Lawrence","Khalid Robinson"
"Denzil Foster","Thomas McElroy"
"Antoine ""Bam"" Macon","Nelly"
"Ryan Bowser","Nelly"
"Kenneth Gamble","Nelly"
"Bunny Sigler","Nelly"
"Fraser T Smith","Taio Cruz"
"Chris Bridges","Taio Cruz"
"Nathaniel Hale","Warren Griffin III"
"Scott Storch","Curtis Jackson"
"Steve Mac","Ed Sheeran"
"Quavious Marshall","Ed Sheeran"
"Orville Burrell","Ed Sheeran"
"Rickardo Ducent","Ed Sheeran"
"Shaun Pizzonia","Ed Sheeran"
"Brian Thompson","Ed Sheeran"
"Sylvester Allen","Ed Sheeran"
"Liam Payne","Ed Sheeran"
"Harold Ray Brown","Ed Sheeran"
"Morris Dickerson","Ed Sheeran"
"Le Roy Lonnie Jordan","Ed Sheeran"
"Charles William Miller","Ed Sheeran"
"Lee Oskar","Ed Sheeran"
"Howard E. Scott","Ed Sheeran"
"Robert ""Mutt"" Lange","Bryan Adams"
"Michael Kamen","Bryan Adams"
"Robert Waller","Beyoncé Knowles"
"Sean Paul","Beyoncé Knowles"
"Jay-Z","Beyoncé Knowles"
"Scott Storch","Beyoncé Knowles"
"Anthony Dent","Beyoncé Knowles"
"Mathew Knowles","Beyoncé Knowles"
"Mikkel Eriksen","Tor Hermansen"
"Benjamin Levin","Tor Hermansen"
"Charlotte Aitchison","Tor Hermansen"
"Ross Golan","Tor Hermansen"
"Wayne Sermon","Dan Reynolds"
"Ben McKee","Dan Reynolds"
"Daniel Platzman","Dan Reynolds"
"Robin Fredriksson","Dan Reynolds"
"Mattias Larsson","Dan Reynolds"
"Justin Tranter","Dan Reynolds"
"Alex da Kid","Dan Reynolds"
"Kenneth Edmonds","Madonna"
"Jasper Cameron","Ciara Harris"
"Ren B Jamal Jones","Ciara Harris"
"Elvis Williams","Ciara Harris"
"Mikkel S. Eriksen","Ester Dean"
"Tor Erik Hermansen","Ester Dean"
"Tor Erik Hermansen","Mikkel Storleer Eriksen"
"Ryan Vojtesak","Mikkel Storleer Eriksen"
"Jamil Chammas","Mikkel Storleer Eriksen"
"Khalid Robinson","Mikkel Storleer Eriksen"
"Jermaine Dupri","Usher Raymond"
"Bryan-Michael Cox","Usher Raymond"
"Terry Lewis","James Harris III"
"Robert Lange","Bryan Adams"
"Attrell Cordes","Gary Kemp"
"James Valentine","Adam Levine"
"Brad Howell","Frank Farian"
"P. G. Wilder","Frank Farian"
"David Clayton-Thomas","Frank Farian"
"Karyn White","Jimmy Jam and Terry Lewis"
"Sean Douglas","Demi Lovato"
"Warren ""Oak"" Felder","Demi Lovato"
"Trevor Brown","Demi Lovato"
"William Zaire Simmons","Demi Lovato"
"David Lasley","Robbie Long"
"Michael Kamen","Bryan Adams"
"Robert ""Mutt"" Lange","Bryan Adams"
"Michael Jackson","Teddy Riley"
"Bernard Belle","Teddy Riley"
"Missy Elliott","Charlene Keys"
"Robert John ""Mutt"" Lange","Michael Bolton"
"Alan Menken","Stephen Schwartz"
"Wesley ""Diplo"" Pentz","Maya ""M.I.A."" Arulpragasam"
"Topper Headon","Maya ""M.I.A."" Arulpragasam"
"Mick Jones","Maya ""M.I.A."" Arulpragasam"
"Paul Simonon","Maya ""M.I.A."" Arulpragasam"
"Joe Strummer","Maya ""M.I.A."" Arulpragasam"
"Irving Lorenzo","Ashanti Douglas"
"Andre Parker","Ashanti Douglas"
"Shelly Peiken","Meredith Brooks"
"Junior Clark","Brian George"
"Paul Anthony","Brian George"
"George Lucien","Brian George"
"George Jr.","Brian George"
"Curt Bedeau","Brian George"
"Gerry Charles","Brian George"
"Paul Rein","Johan Åberg"
"Christina Aguilera","Johan Åberg"
"Ron Fair","Johan Åberg"
"Chaka Blackmon","Johan Åberg"
"Raymond Cham","Johan Åberg"
"Eric Dawkins","Johan Åberg"
"Shelly Peiken","Johan Åberg"
"Guy Roche","Johan Åberg"
"Eric Seats","Stephen ""Static Major"" Garrett"
"Rapture Stewart","Stephen ""Static Major"" Garrett"
"Johnny Slate","Danny Morrison"
"Larry Keith","Danny Morrison"
"Frederick Thomas","Elliot Erickson"
"Ingrid Chavez","Elliot Erickson"
"Robert Livingston","Orville Burrell"
"King Floyd III","Orville Burrell"
"Kyle Trewartha","Michael Trewartha"
"Robert McCurdy","Michael Trewartha"
"Christopher Petrosino","Michael Trewartha"
"Asia Whiteacre","Michael Trewartha"
"Christopher Brown","Omarion Grandberry"
"Jhené Chilombo","Omarion Grandberry"
"Tyrone Griffin, Jr.","Omarion Grandberry"
"Dijon McFarlane","Omarion Grandberry"
"C. Loving","J. Jackson"
"J. Smith","J. Jackson"
"Varick Smith","Robert Kelly"
"E. Stevens","A. Bailey"
"J. Smith","A. Bailey"
"S Joseph","A. Bailey"
"Irving","Jeffrey Atkins"
"Taheem Crocker","Jeffrey Atkins"
"Cynthia Lovings","Jeffrey Atkins"
"Christian Ward","William Ray Norwood"
"Victor Carraway","William Ray Norwood"
"Noel ""Detail"" Fisher","William Ray Norwood"
"Kevin Gilbert","Sheryl Crow"
"Bill Bottrell","Sheryl Crow"
"Wyn Cooper","Sheryl Crow"
"David Baerwald","Sheryl Crow"
"Derrick Simmons","Dallas Austin"
"Recall Management","Dallas Austin"
"Craig Love","Jonathan Smith"
"James Phillips","Jonathan Smith"
"Cedric Leonard","Jonathan Smith"
"Jeffrey Ray Grigsby (J-Bo)","Jonathan Smith"
"Sean Paul Joseph (Sean P)","Jonathan Smith"
"Ella Howell","Joelle James"
"Dijon McFarlane","Joelle James"
"Larrance Dopson","Joelle James"
"Stacy Ferguson","Will Adams"
"Bobby Troup","Will Adams"
"Eric Hölljes","Mike Posner"
"Sean Anderson","Mike Posner"
"Jeffrey Oh","Mike Posner"
"Doug Ardito","Wes Scantlin"
"Jimmy Allen","Wes Scantlin"
"Max Martin","Kelly Clarkson"
"Luke Gottwald","Kelly Clarkson"
"Sebu Simonian","Ryan Merchant"
"Roy ""Royalty"" Hamilton","Ernest E. Dixon"
"Lukasz Gottwald","Katy Perry"
"Max Martin","Katy Perry"
"Bonnie McKee","Katy Perry"
"Henry Walter","Katy Perry"
"Anthony Lawson","Aliaune Thiam"
"Bob Marley","Aliaune Thiam"
"Stacy Ferguson","William Adams"
"Printz Board","William Adams"
"George Pajon, Jr.","William Adams"
"Full Force","William Adams"
"Kalyanji–Anandji","William Adams"
"Indeewar","William Adams"
"Cheryl James","Sandra Denton"
"Kasia Livingston","Franne Golde"
"Robert Palmer","Franne Golde"
"Elizabeth Mencel","Andrew Taggart"
"Faheem Najm","Craig Love"
"Jonathan Smith","Craig Love"
"LaMarquis Jefferson","Craig Love"
"Ronald Bryant","Craig Love"
"Andre Harris","Ryan Toby"
"Vidal Davis","Ryan Toby"
"Jason ""Poo Bear"" Boyd","Ryan Toby"
"Timbaland","Nelly Furtado"
"Nate Hills","Nelly Furtado"
"James D. ""Sted-Fast"" Hargrove II","Jayson ""KoKo"" Bridges"
"Steve Morales","Raymond Basora"
"Paul Barry","Enrique Iglesias"
"Mark Taylor","Enrique Iglesias"
"Will Jennings","Eric Clapton"
"Aliaune Thiam","Jay Jenkins"
"Dandre Smith","Lawrence Franks Jr."
"Calvin Miller Productions","Lawrence Franks Jr."
"Babyface","Daryl Simmons"
"Robert Lange","Bryan Adams"
"Rahsaan Kelly","Herbie Hancock"
"Geoff Wilkinson","Herbie Hancock"
"Mel Simpson","Herbie Hancock"
"Samuel Romans","Lewis Capaldi"
"Thomas Barnes","Lewis Capaldi"
"Peter Kelleher","Lewis Capaldi"
"Benjamin Kohn","Lewis Capaldi"
"Mikkel S. Eriksen","Crystal Johnson"
"Tor Erik Hermansen","Crystal Johnson"
"Sandy Wilhelm","Crystal Johnson"
"Vada Nobles","Alisha Brooks"
"Carl Sturken","Alisha Brooks"
"Evan Rogers","Alisha Brooks"
"Shondrae Crawford","Dwayne Carter"
"Kamaal Fareed","Dwayne Carter"
"Ali Shaheed Muhammad","Dwayne Carter"
"John Jackson","Tremaine Neverson"
"Nathan Walker","Tremaine Neverson"
"Ronald Ferebee","Tremaine Neverson"
"Don Corell","Tremaine Neverson"
"Tony ""Chef Tone"" Scales","Tremaine Neverson"
"Frusciante","Flea"
"Kiedis","Flea"
"Smith","Flea"
"Tim ""Timbaland"" Mosley","Timberlake"
"Jerome ""J-Roc"" Harmon","Timberlake"
"James Fauntleroy","Timberlake"
"Shawn Carter","Timberlake"
"John Wilson","Timberlake"
"Charles Still","Timberlake"
"Terry Stubbs Rosheed","Timberlake"
"Herbie Crichlow","Max Martin"
"Joe King","Isaac Slade"
"Ben Langmaid","Elly Jackson"
"Holly Hafermann","Anton Zaslavski"
"Matthew Koma","Anton Zaslavski"
"Porter Robinson","Anton Zaslavski"
"Jakob Jerlström","Tove Nilsson"
"Ludvig Söderberg","Tove Nilsson"
"Brandon Casey","Bryan-Michael Cox"
"Kanye West","Carl Mitchell"
"Burt Bacharach","Carl Mitchell"
"Hal David","Carl Mitchell"
"Dylan Wiggins","Sir Robert Bryson Hall II"
"Arjun Ivatury","Sir Robert Bryson Hall II"
"Alessia Caracciolo","Sir Robert Bryson Hall II"
"Khalid Robinson","Sir Robert Bryson Hall II"
"Drew Taggart","Sir Robert Bryson Hall II"
"Nico Sereba","William Wiik Larsen"
"Vincent Dery","William Wiik Larsen"
"Abdoulie Jallow","William Wiik Larsen"
"Sean Anderson","Scott Anderson"
"Rich Beddoe","Scott Anderson"
"James Black","Scott Anderson"
"Rick Jackett","Scott Anderson"
"Luigi Creatore","Hugo Peretti"
"George David Weiss","Hugo Peretti"
"Pharrell Williams","Robin Thicke"
"Clifford Harris Jr.","Robin Thicke"
"Marvin Gaye","Robin Thicke"
"Adam Messinger","Nasri Atweh"
"Mark Pellizzer","Nasri Atweh"
"Ben Spivak","Nasri Atweh"
"Alex Tanas","Nasri Atweh"
"David Jamahl Listenbee","Stefan Kendal Gordy"
"Erin Beck","Stefan Kendal Gordy"
"George M. Robertson","Stefan Kendal Gordy"
"Kenneth Oliver","Stefan Kendal Gordy"
"Clifton Dillon","Omar Samuel Pasley"
"Mark Bradford","Omar Samuel Pasley"
"Ryan Dillon","Omar Samuel Pasley"
"Sly Dunbar","Omar Samuel Pasley"
"7 Aurelius","Jeffrey Atkins"
"Irving Lorenzo","Jeffrey Atkins"
"Kasseem Dean","Beyoncé Knowles"
"Bernard Freeman","Beyoncé Knowles"
"Sean Garrett","Beyoncé Knowles"
"Angela Beyincé","Beyoncé Knowles"
"Stayve Thomas","Beyoncé Knowles"
"Kevin Kadish","Meghan Trainor"
"Aaquil Brown","Khalif Brown"
"Radric Davis","Khalif Brown"
"Michael Williams","Khalif Brown"
"Allan Pineda","William Adams"
"Jaime Gomez","William Adams"
"Stacy Ferguson","William Adams"
"Anthony White","Belcalis Almanzar"
"Phalon Alexander","Ciara Harris"
"Missy Elliott","Ciara Harris"
"Cory Rooney","Jennifer Lopez"
"Irving Lorenzo","Jennifer Lopez"
"Jeffrey Atkins","Jennifer Lopez"
"Tiheem Crocker","Jennifer Lopez"
"Ashanti Douglas","Jennifer Lopez"
"Craig Mack","Jennifer Lopez"
"Beyoncé Knowles","Rich Harrison"
"Eugene Record","Rich Harrison"
"Shawn Carter","Rich Harrison"
"Adrian ""IZES"" Marshall","Sean Paul Henriques"
"Rohan Fuller","Sean Paul Henriques"
"Ryan Tedder","Jesse McCartney"
"Adnan Khan","Sidney Selby III"
"James Harris III","Janet Jackson"
"Terry Lewis","Janet Jackson"
"Antonio Reid","Kenneth Edmonds"
"Daryl Simmons","Kenneth Edmonds"
"John Conte, Jr.","James T. Brown"
"Christopher ""Deep"" Henderson","James T. Brown"
"Brandon Melanchon","James T. Brown"
"Terius Nash","James T. Brown"
"David Ballard","James T. Brown"
"Christopher Stewart","James T. Brown"
"Faheem Najm","James T. Brown"
"Nathan L. Walker","James T. Brown"
"Ulf Ekberg","Jonas Berggren"
"Lauren Christy","Avril Lavigne"
"Scott Spock","Avril Lavigne"
"Graham Edwards","Avril Lavigne"
"Frank ""Quickmix"" Hassas","Juergen Wind (J. Wind)"
"Olaf Jeglitza","Juergen Wind (J. Wind)"
"Kanye West","Christopher Bridges"
"Jasiel Robinson","Faheem Najm"
"Jonathan Smith","Faheem Najm"
"Darryl Richardson","Faheem Najm"
"Earl Stevens","Faheem Najm"
"Stefan Forrest","Lukas Forchhammer"
"Morten Ristorp","Lukas Forchhammer"
"Morten Pilegaard","Lukas Forchhammer"
"Teddy Riley","Aqil Davidson"
"Pharrell Williams","Aqil Davidson"
"David Wynn","Aqil Davidson"
"Anton Hollins","Aqil Davidson"
"Darren Callis","Aqil Davidson"
"Oladipo Omishore","Scott Mescudi"
"Tauheed Epps","Jason Desrouleaux"
"Eric Frederic","Jason Desrouleaux"
"Jason Evigan","Jason Desrouleaux"
"Sean Douglas","Jason Desrouleaux"
"Ori Kaplan","Jason Desrouleaux"
"Tamir Muskat","Jason Desrouleaux"
"Tomer Yosef","Jason Desrouleaux"
"Johnta Austin","Mary J. Blige"
"Bryan-Michael Cox","Mary J. Blige"
"Jason Perry","Mary J. Blige"
"Tim Mosley","Justin Timberlake"
"Nate ""Danja"" Hills","Justin Timberlake"
"Nick Corrado","Curtis Jackson"
"Kevin Risto","Curtis Jackson"
"Jimmy Cameron","Curtis Jackson"
"Vela M. Cameron","Curtis Jackson"
"Carlos Hassan","Wesley E. Weston"
